"x" "y"
"1" 196.912520537837 191.948764598714
"2" 196.829550627497 192.112423494675
"3" 196.919114402267 192.106149765782
"4" 196.853071075787 191.892198658146
"5" 196.971387990584 192.191052578247
"6" 196.912022226406 192.122398513454
"7" 196.943495350601 192.056106798999
"8" 197.076846462185 192.054049835031
"9" 196.626808094221 192.120112212845
"10" 197.001085925527 191.893477726852
"11" 196.836782951885 192.063852801835
"12" 1.3062212991917 75.9880438723348
"13" 1.08681854113169 75.875703997025
"14" 1.25426410151772 75.9607729286137
"15" 1.0030474513848 76.1629379487092
"16" 1.31951713720127 76.0482626889165
"17" 1.50086270128114 76.0676351781836
"18" 1.3139924659327 75.8321144760253
"19" 1.34187417721515 75.8727946297667
"20" 1.44046249130238 75.9911193076173
"21" 1.33634399131426 75.9822601607492
"22" 1.41654862156646 76.0600652595313
"23" 1.41561022708487 75.9951510927623
"24" 1.12100218580117 76.2106496982501
"25" 1.24972966004938 76.1071020277145
"26" 215.556220884351 73.7484601397159
"27" 215.551112657325 73.6921135358967
"28" 215.500622400159 73.6877309543848
"29" 215.736426606392 73.7295989646113
"30" 215.545332894138 73.6920214719392
"31" 215.58327281736 73.8280899470123
"32" 215.410965153558 73.6921654548953
"33" 215.553947648228 73.6396459048629
"34" 215.581830368505 73.7479230886253
"35" 215.389790993872 73.5465514331009
"36" 215.560695921547 73.6207063752086
"37" 13.221845033231 228.573933619302
"38" 13.2587357064094 228.58737949992
"39" 13.2234731290758 228.502649597299
"40" 13.2572222048351 228.598757126356
"41" 13.161627900001 228.466271789003
"42" 13.2508561199655 228.326334635581
"43" 13.0950442703747 228.472405399486
"44" 13.1334543220975 228.635991472686
"45" 13.3563493362834 228.653565298645
"46" 12.9371950431473 228.634753757405
"47" 13.198518339154 228.496804673843
"48" 13.2532696626608 228.504968719129
"49" 13.067237669602 228.491077854621
"50" 13.0518585946699 228.483054317672
"51" 13.2666750734205 228.579572465975
"52" 13.1422835579421 228.655922953714
"53" 13.1606420879457 228.570904587982
"54" 13.0935901151713 228.32708834386
"55" 13.0331387535696 228.413635668609
"56" 13.1576939866129 228.311615983297
"57" 152.397329241302 31.2223284213743
"58" 152.557630907128 31.2165658664217
"59" 152.413294863495 31.4891181600741
"60" 152.364531981427 31.4255264339711
"61" 152.222650790542 31.2554943170519
"62" 152.30253412045 31.3924723132967
"63" 152.531806981746 31.5713414780547
