"","x","y"
"1",0.293753976965615,0.204186775221702
"2",0.717121207278981,0.372295156433577
"3",0.36386710343723,0.664005559187241
"4",0.436229636719088,0.646258225733717
"5",0.90334332481821,0.785416307007628
"6",0.240784088097814,0.539410281566497
"7",0.951700606607595,0.139697783353556
"8",0.00260691903371756,0.517584260568443
"9",0.954702214283495,0.057839585046802
"10",0.0239349293983232,0.98451339297607
"11",0.771399096847524,0.225328076904175
"12",0.91306844557471,0.070205141054349
"13",0.783365639333333,0.269476953627508
"14",0.573063431250256,0.397707304410267
"15",0.420573439222026,0.799322646539406
"16",0.624446885582676,0.414882242166599
"17",0.833360146197609,0.486431167373634
"18",0.250668026921411,0.909594437811971
"19",0.706867321270275,0.0704588177445196
"20",0.762431937081537,0.114568765347796
"21",0.636232263615184,0.401453252008199
"22",0.607554145941119,0.634094167271759
"23",0.523153442764748,0.186638029776495
"24",0.0527897529814572,0.978038664262972
"25",0.949744852196421,0.58110450627158
"26",0.678120522217147,0.926008711167059
"27",0.873081197005659,0.281928697033294
"28",0.696141257484638,0.96974208452713
"29",0.657706965889386,0.269046685747309
"30",0.253323478617687,0.924881545890087
"31",0.0565974264074648,0.126376187519906
"32",0.909824935453683,0.419247737647078
"33",0.85229235821258,0.451590991313397
"34",0.934871700154776,0.999362554853478
"35",0.0513257783559167,0.890589374111851
"36",0.00940331910382135,0.307404000308347
"37",0.80957955603068,0.490073123080314
"38",0.646908462741207,0.200438232018345
"39",0.557720831415999,0.317153985021806
"40",0.788854205805338,0.257967257645904
"41",0.847050644568143,0.549530161705104
"42",0.732964842410838,0.907361801183741
"43",0.892855214388933,0.100979916061518
"44",0.702925738629319,0.170219082476229
"45",0.958614325349729,0.925218045282864
"46",0.290280319460579,0.0821213407021473
"47",0.711340469795505,0.433173326984593
"48",0.296888548512899,0.636756726341612
"49",0.169458837365807,0.789464296518728
"50",0.669552611015104,0.00568064920984485
"51",0.665032998782543,0.566622288275036
"52",0.356518516445624,0.863682155848752
"53",0.732974430507429,0.294646901616576
